ID,datetime,session_start,time,sw_flip,sw_offset,sw_subwave_num,sw_number,mo_y,mo_x,mo_fake_release,mo_act_drag,mo_lobe,level,version,device_timezone,device_OS,time_diff,coord_diff,total_sw_events,first,last,target_location,action_location,action_location_normalized,actions,actions_normalized,collect,false_collect,action_sequences,action_sequences_str,count,sw_start,last_sw,ba_time,ba_position,ba_ID,ba_age,last_ba_sw,is_last_sw,session_score,session_nr,threshold,session_cleared,learned,learning,diff,score,previous_score,prev_action_sequences_str,action_seq_frequency,rank,rank_pct,prev_rank,top,top_prev,puzzle_attempt,cum_score,trial_score,cum_score_s6,cum_score_last_6,threshold_puzzle,first_threshold,anon_id
1619377557_554053837,2021-04-25 20:09:03,191300,216326.0,False,0.0,2.0,2.0,47.5,-120.13678,0.0,False,2.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,1784.0,-258.49835,5.0,False,False,0.0,1.0,1.0,1.0,1.0,False,False,"[0.0, 1.0, 5.0, 1.0, 5.0]","[0.0, 1.0, 5.0, 1.0, 5.0]",4.0,208775.0,3.0,218691.0,0.0,0.0,7.0,3.0,False,0.0,4.0,False,11.0,True,True,0.0,0.0,0.0,"[2.0, 4.0, 2.0, 3.0, 5.0]",4.0,109.0,0.9087036610637808,111.0,other,other,26,182.0,0.0,182.0,0.0,False,14.0,3688
1608333952_4174515712,2020-12-21 14:05:22,84796,103260.0,False,3.0,3.0,3.0,-66.1111,115.41943,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,208.0,-7.222519,7.0,False,False,3.0,4.0,1.0,4.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",72.0,102829.0,6.0,105036.0,3.0,0.0,7.0,6.0,False,144.0,10.0,True,8.0,True,False,144.0,0.0,0.0,"[5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",72.0,48.0,0.996008903215903,100.0,other,other,9,72.0,0.0,0.0,72.0,False,12.0,1290
1608233856_1377889536,2020-12-17 19:37:33,32091,72002.0,True,0.0,0.0,4.0,194.44446,-15.705933,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,483.0,12.779327,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0,1072
1608333952_4174515712,2020-12-21 14:04:04,6739,74928.0,False,0.0,2.0,3.0,104.44446,-18.484009,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,2556.0,72.22388,7.0,False,True,0.0,0.0,0.0,0.0,0.0,False,False,"[5.0, 4.0, 3.0, 2.0, 1.0, 0.0, 0.0]","[5.0, 4.0, 3.0, 2.0, 1.0, 0.0, 0.0]",196.0,66141.0,3.0,75225.0,0.0,0.0,7.0,3.0,True,0.0,9.0,False,8.0,True,False,-216.0,0.0,0.0,"[0.0, 4.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0]",196.0,28.0,0.9978509478854862,112.0,other,other,3,0.0,0.0,,,False,12.0,1290
1608333952_4174515712,2020-12-18 23:30:39,329486,335976.0,False,0.0,3.0,1.0,-217.22223,32.63269,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,623.0,-12.222473,7.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",289.0,332865.0,3.0,337611.0,0.0,0.0,7.0,3.0,False,16.0,4.0,False,8.0,True,True,16.0,0.0,0.0,,283.0,18.0,0.9986184664978126,108.0,18.0,other,22,145.0,0.0,145.0,0.0,False,12.0,1290
1619377557_554053837,2021-04-25 20:14:05,493184,499969.0,False,0.0,5.0,2.0,37.5,-120.13678,0.0,False,2.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,3183.0,66.55975,7.0,True,False,0.0,1.0,1.0,1.0,1.0,False,False,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,499969.0,6.0,502247.0,0.0,0.0,6.0,6.0,False,148.0,11.0,True,11.0,True,True,130.0,36.0,,"[1.0, -0.0]",769.0,5.0,0.9996929925550696,35.0,5.0,other,55,543.0,36.0,485.0,58.0,False,14.0,3688
1608333952_4174515712,2020-12-18 23:34:33,563164,582245.0,True,3.0,0.0,2.0,123.33334,252.65656,0.0,True,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,805.0,274.4699,6.0,False,False,3.0,4.0,1.0,-4.0,-1.0,False,False,"[5.0, -4.0, -3.0, -2.0, -1.0, -0.0]","[5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",13.0,577756.0,6.0,583749.0,3.0,0.0,6.0,6.0,False,216.0,8.0,True,8.0,True,True,180.0,36.0,36.0,"[5.0, -4.0, 3.0, -2.0, -1.0, -0.0]",13.0,100.0,0.9732136004298104,112.0,other,other,43,523.0,36.0,307.0,216.0,True,12.0,1290
1608333952_4174515712,2021-02-03 13:22:21,2142033,2169388.0,True,3.0,0.0,6.0,-86.66666,122.642456,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,218.0,-13.33432,6.0,False,False,3.0,4.0,1.0,4.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,2168631.0,6.0,2170821.0,3.0,0.0,6.0,6.0,True,216.0,16.0,True,8.0,True,False,0.0,36.0,36.0,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,83.0,0.9892163634968149,83.0,other,other,71,1495.0,36.0,1279.0,216.0,True,12.0,1290
1619377557_554053837,2021-04-25 22:25:30,291551,330224.0,False,0.0,2.0,4.0,150.0,-6.729675,0.0,False,1.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,1662.0,49.249664,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[1.0, 2.0, 1.0, 2.0, 1.0, 0.0, -0.0]","[1.0, 2.0, 1.0, 2.0, 1.0, 0.0, -0.0]",14.0,325443.0,6.0,331421.0,0.0,0.0,6.0,6.0,False,216.0,14.0,True,11.0,True,False,216.0,36.0,36.0,"[5.0, 4.0, 3.0, 2.0, 1.0, 0.0, -0.0]",14.0,99.0,0.9752475247524752,7.0,other,7.0,35,368.0,36.0,208.0,160.0,True,14.0,3688
1608333952_4174515712,2021-02-03 13:22:21,2142033,2143342.0,False,5.0,3.0,1.0,143.88892,3.185059,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,159.0,0.00079393387,6.0,False,False,5.0,0.0,1.0,0.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,2143026.0,6.0,2145245.0,5.0,0.0,6.0,6.0,False,216.0,16.0,True,8.0,True,False,0.0,36.0,36.0,,30.0,83.0,0.9892163634968149,71.0,other,other,66,1315.0,36.0,1099.0,216.0,True,12.0,1290
1608290560_3509209088,2020-12-18 11:23:32,61202,98163.0,False,0.0,5.0,3.0,-39.200012,58.0,0.0,True,2.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",iOS,782.0,32.00003,8.0,False,False,0.0,1.0,1.0,-1.0,-1.0,False,False,"[1.0, -1.0, -1.0, -5.0, 0.0, 5.0, 4.0, 3.0]","[1.0, -1.0, -1.0, -5.0, 0.0, 5.0, 4.0, 3.0]",1.0,90997.0,3.0,105479.0,0.0,0.0,7.0,3.0,True,2.0,0.0,False,,False,False,,0.0,0.0,[-0.0],1.0,112.0,0.3794228260035306,1.0,other,1.0,5,2.0,0.0,,,False,1.0,1201
1619377557_554053837,2021-04-25 20:11:11,319028,343634.0,False,0.0,4.0,3.0,40.0,165.88275,0.0,True,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,1697.0,225.11078,4.0,False,False,0.0,3.0,3.0,-3.0,-3.0,False,False,"[-3.0, -3.0, -3.0, -0.0]","[-3.0, -3.0, -3.0, -0.0]",36.0,341937.0,4.0,346625.0,0.0,0.0,4.0,4.0,False,22.0,6.0,False,11.0,True,True,-20.0,16.0,16.0,[-0.0],36.0,77.0,0.990943280374549,1.0,other,1.0,40,461.0,16.0,332.0,129.0,True,14.0,3688
1619377557_554053837,2021-04-25 22:23:31,172296,219375.0,False,0.0,2.0,2.0,-24.166687,-1.726379,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,3821.0,90.825226,6.0,False,True,0.0,3.0,3.0,3.0,3.0,False,False,"[1.0, 2.0, 4.0, 5.0, 0.0, 3.0]","[1.0, 2.0, 4.0, 5.0, 0.0, 3.0]",2.0,207458.0,3.0,219676.0,0.0,0.0,7.0,3.0,False,0.0,13.0,False,11.0,True,False,-1.0,0.0,0.0,"[1.0, 2.0, 4.0, 0.0, 0.0]",2.0,111.0,0.8077365876122496,108.0,other,other,23,182.0,0.0,182.0,0.0,False,14.0,3688
1619377557_554053837,2021-04-25 20:09:03,191300,221344.0,False,0.0,2.0,3.0,76.66666,-5.895752,0.0,False,1.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,2949.0,-180.9191,5.0,True,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 3.0, 2.0, 3.0, 4.0]","[0.0, 3.0, 2.0, 3.0, 4.0]",7.0,221344.0,3.0,226264.0,0.0,0.0,7.0,3.0,True,0.0,4.0,False,11.0,True,True,0.0,0.0,,"[0.0, 1.0, 5.0, 1.0, 5.0]",7.0,106.0,0.9483459973904368,109.0,other,other,27,182.0,0.0,182.0,0.0,False,14.0,3688
1608333952_4174515712,2020-12-18 23:34:33,563164,607592.0,True,0.0,4.0,5.0,116.66669,264.32446,0.0,True,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1058.0,225.01462,6.0,False,False,0.0,4.0,4.0,-4.0,-4.0,False,False,"[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]","[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",157.0,606534.0,6.0,611402.0,0.0,0.0,6.0,6.0,False,216.0,8.0,True,8.0,True,True,180.0,36.0,36.0,"[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",157.0,31.0,0.997582316371172,31.0,other,other,46,631.0,36.0,415.0,216.0,True,12.0,1290
1608333952_4174515712,2021-02-03 13:22:21,2142033,2170128.0,True,3.0,0.0,6.0,-100.55554,244.32233,0.0,True,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,740.0,135.56876,6.0,False,True,3.0,3.0,0.0,-3.0,-0.0,True,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,2168631.0,6.0,2170821.0,3.0,0.0,6.0,6.0,True,216.0,16.0,True,8.0,True,False,0.0,36.0,36.0,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,83.0,0.9892163634968149,83.0,other,other,71,1495.0,36.0,1279.0,216.0,True,12.0,1290
1610650624_4196779776,2021-01-14 17:57:04,51262,57524.0,True,0.0,3.0,1.0,29.629639,12.57019,0.0,False,1.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,1344.0,208.88977,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, 5.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, 5.0, -0.0]",2.0,56180.0,5.0,65529.0,0.0,0.0,6.0,5.0,False,74.0,0.0,False,,False,False,,36.0,36.0,,2.0,111.0,0.8077365876122496,3.0,other,3.0,1,36.0,36.0,,,False,1.0,2719
1619377557_554053837,2021-04-25 20:06:52,60755,77040.0,False,0.0,3.0,2.0,-90.83334,185.06189,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,1389.0,457.70413,5.0,False,False,0.0,4.0,4.0,4.0,4.0,False,False,"[1.0, 4.0, 3.0, 4.0, 3.0]","[1.0, 4.0, 3.0, 4.0, 3.0]",2.0,75651.0,3.0,82530.0,0.0,0.0,7.0,3.0,False,0.0,1.0,False,11.0,True,True,-1.0,0.0,0.0,"[3.0, 0.0, 4.0, 2.0]",2.0,111.0,0.8077365876122496,72.0,other,other,8,2.0,0.0,1.0,1.0,False,14.0,3688
1619377557_554053837,2021-04-25 22:25:30,291551,295955.0,False,0.0,0.0,1.0,77.5,-134.31268,0.0,False,2.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,51161.0,-190.89465,7.0,True,False,0.0,1.0,1.0,1.0,1.0,False,False,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,295955.0,6.0,304471.0,0.0,0.0,6.0,6.0,False,216.0,14.0,True,11.0,True,False,216.0,36.0,,,769.0,5.0,0.9996929925550696,112.0,5.0,first,32,260.0,36.0,182.0,78.0,False,14.0,3688
1608333952_4174515712,2020-12-18 23:30:39,329486,332865.0,False,0.0,3.0,1.0,-238.33333,15.408569,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,15918.0,301.12903,7.0,True,False,0.0,3.0,3.0,3.0,3.0,False,False,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",289.0,332865.0,3.0,337611.0,0.0,0.0,7.0,3.0,False,16.0,4.0,False,8.0,True,True,16.0,0.0,,,283.0,18.0,0.9986184664978126,108.0,18.0,first,22,145.0,0.0,145.0,0.0,False,12.0,1290
1608333952_4174515712,2020-12-18 23:34:33,563164,564870.0,True,1.0,5.0,1.0,-112.22221,203.76233,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,9823.0,13.878433,6.0,True,False,5.0,4.0,5.0,4.0,5.0,False,False,"[5.0, -4.0, 3.0, -2.0, -1.0, -0.0]","[5.0, -4.0, 3.0, -2.0, -1.0, -0.0]",1.0,564870.0,6.0,571535.0,5.0,0.0,6.0,6.0,False,216.0,8.0,True,8.0,True,True,180.0,36.0,,,1.0,112.0,0.3794228260035306,108.0,other,first,42,487.0,36.0,271.0,216.0,True,12.0,1290
1619377557_554053837,2021-04-25 20:10:08,256124,281709.0,False,0.0,0.0,2.0,-190.83334,14.951111,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,864.0,241.74591,5.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[-3.0, -3.0, -3.0, 3.0, -0.0]","[-3.0, -3.0, -3.0, 3.0, -0.0]",2.0,273232.0,4.0,285273.0,0.0,0.0,5.0,4.0,False,42.0,5.0,False,11.0,True,True,42.0,25.0,25.0,"[5.0, -5.0, 5.0, -0.0]",2.0,111.0,0.8077365876122496,110.0,other,other,29,208.0,25.0,182.0,26.0,False,14.0,3688
1619377557_554053837,2021-04-25 20:14:05,493184,529116.0,False,0.0,0.0,6.0,-93.33334,110.846924,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,457.0,66.75574,7.0,False,False,0.0,4.0,4.0,4.0,4.0,False,False,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,527816.0,6.0,531347.0,0.0,0.0,6.0,6.0,True,148.0,11.0,True,11.0,True,True,130.0,36.0,36.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,5.0,0.9996929925550696,5.0,5.0,5.0,59,651.0,36.0,503.0,148.0,True,14.0,3688
1619377557_554053837,2021-04-25 20:06:09,17432,21768.0,False,0.0,1.0,1.0,-201.66667,-42.586304,0.0,True,1.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,-39529.0,192.0131,1.0,True,True,0.0,0.0,0.0,-0.0,-0.0,True,False,[-0.0],[-0.0],10219.0,21768.0,3.0,22362.0,0.0,0.0,1.0,3.0,False,1.0,0.0,False,11.0,True,True,,1.0,,,10192.0,1.0,1.0,109.0,1.0,first,1,1.0,1.0,,,False,14.0,3688
1608333952_4174515712,2021-02-03 13:19:51,1991816,2027709.0,False,4.0,4.0,6.0,-187.77777,-27.37384,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3685.0,-88.89577,6.0,True,False,4.0,3.0,5.0,3.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,2027709.0,6.0,2031323.0,4.0,0.0,6.0,6.0,True,216.0,13.0,True,8.0,True,False,216.0,36.0,,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,71.0,0.9924783175992018,71.0,other,other,53,847.0,36.0,667.0,180.0,True,12.0,1290
1610650624_4196779776,2021-01-14 17:57:04,51262,73881.0,True,1.0,5.0,3.0,78.518524,205.95953,0.0,False,6.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,4044.0,185.30096,7.0,True,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3209.0,73881.0,5.0,81713.0,5.0,0.0,7.0,5.0,False,74.0,0.0,False,,False,False,,0.0,,[0.0],3204.0,3.0,0.9998464962775347,20.0,3.0,other,3,37.0,0.0,,,False,1.0,2719
1619377557_554053837,2021-04-25 22:25:30,291551,319066.0,False,0.0,4.0,3.0,-171.66667,-9.231262,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,555.0,-32.583603,7.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[5.0, 4.0, 3.0, 2.0, 1.0, 0.0, -0.0]","[5.0, 4.0, 3.0, 2.0, 1.0, 0.0, -0.0]",517.0,317743.0,6.0,322077.0,0.0,0.0,6.0,6.0,False,216.0,14.0,True,11.0,True,False,216.0,36.0,36.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",517.0,7.0,0.9995394888326042,5.0,7.0,5.0,34,332.0,36.0,183.0,149.0,True,14.0,3688
1608333952_4174515712,2020-12-18 23:30:39,329486,333916.0,False,0.0,3.0,1.0,-223.88889,29.29895,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1051.0,-0.5540619,7.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",289.0,332865.0,3.0,337611.0,0.0,0.0,7.0,3.0,False,16.0,4.0,False,8.0,True,True,16.0,0.0,0.0,,283.0,18.0,0.9986184664978126,108.0,18.0,other,22,145.0,0.0,145.0,0.0,False,12.0,1290
1619377557_554053837,2021-04-25 20:12:48,416728,451715.0,False,0.0,5.0,3.0,-136.66667,136.69708,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,5237.0,50.068954,5.0,True,False,0.0,4.0,4.0,4.0,4.0,False,False,"[4.0, 3.0, 4.0, 1.0, 2.0]","[4.0, 3.0, 4.0, 1.0, 2.0]",1.0,451715.0,3.0,457848.0,0.0,0.0,7.0,3.0,True,0.0,9.0,False,11.0,True,True,-17.0,0.0,,"[-3.0, -2.0, 1.0, 0.0, 5.0, 4.0, 3.0, 3.0]",1.0,112.0,0.3794228260035306,112.0,other,other,50,485.0,0.0,468.0,17.0,False,14.0,3688
1608290560_3509209088,2020-12-18 11:24:38,127499,147663.0,True,2.0,2.0,2.0,-204.8,-0.400024,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",iOS,934.0,0.79998803,7.0,False,False,4.0,3.0,5.0,3.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",72.0,142412.0,3.0,151078.0,4.0,0.0,7.0,3.0,False,1.0,1.0,False,,False,False,-1.0,0.0,0.0,"[0.0, -0.0]",72.0,48.0,0.996008903215903,4.0,other,4.0,7,3.0,0.0,0.0,3.0,False,1.0,1201
1608333952_4174515712,2021-02-03 13:22:21,2142033,2158586.0,False,0.0,1.0,4.0,87.22223,137.64404,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,190.0,7.2226257,6.0,False,False,0.0,5.0,5.0,5.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,2158396.0,6.0,2160609.0,0.0,0.0,6.0,6.0,False,216.0,16.0,True,8.0,True,False,0.0,36.0,36.0,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,71.0,0.9924783175992018,71.0,other,other,69,1423.0,36.0,1207.0,216.0,True,12.0,1290
1608290560_3509209088,2021-04-30 21:09:23,4860,13526.0,True,2.0,2.0,2.0,-80.80002,181.99994,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'WEST'}",iOS,2935.0,164.79999,7.0,True,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0]","[0.0, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0]",23.0,13526.0,2.0,17157.0,4.0,0.0,7.0,2.0,True,0.0,2.0,False,,False,False,-1.0,0.0,,"[-4.0, -3.0, 2.0, 1.0, 0.0, 5.0, 4.0]",23.0,90.0,0.9859160334638116,112.0,other,other,2,0.0,0.0,,,False,1.0,1201
1608333952_4174515712,2020-12-21 14:04:04,6739,47332.0,True,5.0,0.0,2.0,119.44446,-232.39609,0.0,False,0.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3683.0,-30.000854,7.0,False,False,1.0,-1.0,4.0,-1.0,4.0,False,False,"[0.0, 4.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0]","[0.0, 4.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0]",1.0,43649.0,3.0,59432.0,1.0,0.0,7.0,3.0,False,0.0,9.0,False,8.0,True,False,-216.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,112.0,0.3794228260035306,3.0,other,3.0,2,0.0,0.0,,,False,12.0,1290
1619377557_554053837,2021-04-25 20:11:11,319028,345401.0,False,0.0,4.0,3.0,-230.0,-24.241028,0.0,True,1.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,761.0,377.46686,4.0,False,True,0.0,0.0,0.0,-0.0,-0.0,True,False,"[-3.0, -3.0, -3.0, -0.0]","[-3.0, -3.0, -3.0, -0.0]",36.0,341937.0,4.0,346625.0,0.0,0.0,4.0,4.0,False,22.0,6.0,False,11.0,True,True,-20.0,16.0,16.0,[-0.0],36.0,77.0,0.990943280374549,1.0,other,1.0,40,461.0,16.0,332.0,129.0,True,14.0,3688
1608333952_4174515712,2020-12-18 23:31:24,374883,406423.0,False,4.0,5.0,4.0,-43.333313,92.63916,0.0,True,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3390.0,-183.34625,2.0,False,True,4.0,4.0,0.0,-4.0,-0.0,True,False,"[0.0, -0.0]","[0.0, -0.0]",2658.0,403033.0,4.0,406721.0,4.0,0.0,1.0,4.0,True,34.0,5.0,False,8.0,True,True,18.0,1.0,1.0,"[-3.0, -3.0, -0.0]",2650.0,4.0,0.999769744416302,42.0,4.0,other,28,195.0,1.0,145.0,50.0,False,12.0,1290
1608333952_4174515712,2020-12-18 23:29:45,275871,301086.0,False,4.0,4.0,2.0,-224.44444,12.630493,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1448.0,497.78284,5.0,False,False,4.0,3.0,5.0,3.0,5.0,False,False,"[1.0, 2.0, 5.0, 0.0, 0.0]","[1.0, 2.0, 5.0, 0.0, 0.0]",11.0,297693.0,3.0,304854.0,4.0,0.0,7.0,3.0,False,0.0,3.0,False,8.0,True,True,0.0,0.0,0.0,"[1.0, 2.0, 5.0, 0.0, 3.0]",11.0,102.0,0.9678025942129096,111.0,other,other,20,145.0,0.0,144.0,1.0,False,12.0,1290
1608333952_4174515712,2020-12-18 23:29:45,275871,314682.0,True,4.0,0.0,3.0,-123.33333,-160.72162,0.0,False,3.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,681.0,6.111862,7.0,False,False,2.0,2.0,0.0,2.0,0.0,False,False,"[3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,309021.0,3.0,317220.0,2.0,0.0,7.0,3.0,True,0.0,3.0,False,8.0,True,True,0.0,0.0,0.0,"[1.0, 2.0, 5.0, 0.0, 0.0]",5.0,108.0,0.9266635965922172,102.0,other,other,21,145.0,0.0,145.0,0.0,False,12.0,1290
1619377557_554053837,2021-04-25 20:14:05,493184,528659.0,False,0.0,0.0,6.0,-163.33334,-25.908813,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,387.0,190.91852,7.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,527816.0,6.0,531347.0,0.0,0.0,6.0,6.0,True,148.0,11.0,True,11.0,True,True,130.0,36.0,36.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,5.0,0.9996929925550696,5.0,5.0,5.0,59,651.0,36.0,503.0,148.0,True,14.0,3688
1608233856_1377889536,2020-12-17 19:37:33,32091,80273.0,True,1.0,1.0,5.0,100.55557,122.642395,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,768.0,1.6662292,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0,1072
